"y.date" "BREST" "LANVEOC" "QUIMPER" "BORMES" "LE LUC" "HYERES" "NANCY" "METZ" "ROVILLE"
19860531 2.3 2.2 2.5 0 0.1 0 0 0 0
19860601 0.1 0 0 0 0 0 10.9 8.1 7.9
19860602 0.2 0.2 0 0 0 0 8.7 0.4 3.4
19860603 0 0.3 0 0 0 0 17.3 11 13.7
19860604 3.4 1.8 2 0 0 0 2.1 2.8 4.4
19860605 0 0 0 0.6 0 0.1 3.1 0.2 0.5
19860606 0 0 0 0 0 0 5.6 8.2 6
19860607 0.7 1.2 0.4 0 0 0 9.6 7.7 8.9
19860608 0 0 0 0 0 0 0.2 0 0
19860609 7.8 8 5.8 0 0 0 0 0 0
19860610 6 9.9 6 0 0 0 0.4 0 2.2
19860611 6.3 9.4 17.6 0 0 0 1.9 2.1 5.1
19860612 0 0 0 0 0 0 0 0 0
19860613 0 0 0 0 0 0 0 0 0
19860614 0 0 0 6.4 2.7 3.8 0 0 0
19860615 0 0 0 0.4 14.9 0 0 0 0
19860616 0 0 0 0 0 0 12.2 4.5 11.3
19860617 0 0 0 0.7 0.3 0.8 0.2 0.7 0.9
19860618 0 0 0 0 0 0 0 0 0
19860619 0 0 0 0 0 0 0 0 0.5
19860620 28.8 26.2 28.7 0 6.9 0 0 13.6 21.7
19860621 25 9.2 3.9 0 0 0 0 0 0.5
19860622 0.9 1.6 6 0 0 0 0 0 0
19860623 14.8 8.4 7.6 0 0 0 0.3 21.2 0
19860624 0.4 0.3 0 0 0 0 0 0 0
19860625 0 0 0 0 0 0 0 0 0
19860626 0 0 0 0 0 0 0 0 0
19860627 0.3 0.6 0.4 0 0 0 0 0 0
19860628 0.2 1.7 0.6 0 0 0 0 0 0
19860629 7.2 6.6 6.8 0 0 0 0 0 0
19860630 0 0 0 0 0 0 0 0 0
19860701 0 0 0 0 0 0 0 0 0
19860702 0 0 0 0 0 0 0 0 0
19860703 0 0 0 0 0 0 3.2 0.2 0.4
19860704 0.2 1.8 0.9 0 0 0 0 0 0
19860705 22.3 27.5 24.3 0 4.7 0 5.9 4.7 10.7
19860706 0.1 0 0 0 0 0 4.8 20.4 8.1
19860707 0 0.3 0 0 0 0 0 3.6 3
19860708 0.5 1 0.4 0 0 0 0 3.8 0.1
19860709 0 0 0 0 0 0 0 0.6 0
19860710 0 0 0 0 0 0 0 0 0
19860711 0 0 0 0 0 0 1.1 0.8 2.4
19860712 0 0 0 0 0 0 0 0 0
19860713 0 0 0 2.6 1.6 5.8 0.4 0.1 0
19860714 0.3 0 0 5.6 10.2 1.4 0 0 0
19860715 0 0.2 0 0 0 0 0 0 0
19860716 0 0.3 0 0 0 0 0 0 0
19860717 0 0 0 0 0 0 0 0 0
19860718 0 0 0 0 1 3 0 0 0
19860719 0 0 0 8.1 3.7 3.8 0 0 0
19860720 0.1 0.5 1.5 0 0 0 0 0 0
19860721 0 0.1 0.2 0 0 0 0 0 0
19860722 0.1 0 0 0.1 0 0 2.4 11 0
19860723 0 0.1 0 0 0 0 4.2 6 12.5
19860724 0 0 0 0 0 0 0 0 0
19860725 1.4 2.4 2.6 0 0 0 0.5 1.5 0
19860726 1.2 1.5 2.8 0 0 0 0 0.1 0
19860727 2 2 3.9 0 0 0 0 0 0
19860728 5.6 2.9 1.8 0 0 0 0 0 0
19860729 0 0 0 0 0 0 0 0 0
19860730 2.9 3.7 2 0 0 0 1 0 0
19860731 0 0 0.3 0 0 0 0 0 0
19860801 5.8 4.2 2.9 0 0 0 0 0 0
19860802 4.1 3.2 4 0 0 0 0 0 0
19860803 11.5 11.2 5.8 0 0 0 0 0 0
19860804 1.2 0 1 0 0 0 4.7 2.5 10
19860805 0 0 0 0 0 0 0 0 0
19860806 3.7 1.7 1.3 0 0 0 0 0 0
19860807 0 0.5 0 0 0 0 0 0.2 0
19860808 0.2 0 0 0 0 0 0 0 0
19860809 11.7 23.2 1.2 0 0 0 0 0 0
19860810 4.4 3.7 2 0 0 0 1 9.4 24
19860811 0 0 0 0 0 0 2.5 0.5 18.4
19860812 1.8 0.7 0.4 0 0 0 4.8 0 20
19860813 2.9 3.1 2.2 0 0 0 0 0 0
19860814 0 0.7 0 0 0 0 0 0 0
19860815 0.9 0 0.6 0 0 0 0.2 0.8 0
19860816 0 0 0 0 0 0 0.2 0 0
19860817 0.3 0 1.2 0 0 0 2 6.9 4.9
19860818 5.8 11 5.6 0 0 0 36.6 2.7 3.8
19860819 0 0 0 0 0 0 3.6 4.8 9
19860820 0.2 0.6 0 0 0 0 0 0 0
19860821 15.9 10.6 9.7 0 0 0 0.3 0 0
19860822 2.7 3.9 2.4 0 0 0 20.2 21.2 7.5
19860823 0.5 0 0.6 0 0 0 0.6 12.1 2.6
19860824 0.4 0.5 0.2 0 0 0 2.1 15.1 7.5
19860825 16.5 14.6 16.4 0 0 0 0 0 0
19860826 0.7 0.4 1 63.4 52.8 61.7 1.2 5.6 0
19860827 1.4 0.7 1 6.4 1.2 4.3 0.3 0.4 0
19860828 1.2 0 0 0.8 4.3 4.9 2.2 0.3 7.9
19860829 0.6 0.7 1 0 0 0 0.3 0.6 4.8
19860830 0 0 0.2 0 0 0 0 0.4 0
19860831 0 0 0 0 0 0 0 0.4 0
19860901 0.4 0 0 0 0 0 0 0 0
19860902 0.7 0.4 0 0 0 0 0 0 0
19860903 0.4 0.3 0.4 0 0 0 2.7 2.3 0.7
19860904 0 0 0 0 0 0 0 0 0
19860905 0 0 0 0 0 0 0 0 0
19860906 0 0 0 0 0 0 0 0 0
19860907 0 0 0 0 0 0 0 0 0
19860908 0 0 0 7.5 0.7 4.7 0 0 0
19860909 0 0 0 16.4 10.1 17.9 0 0 0
19860910 0 0 0 0 0 0 0 0 0
19860911 5.9 2.4 1 0 0 0 0 0 2
19860912 21.2 21.7 34.8 0 0 0 44 40.2 32
19860913 4.4 1.6 1.2 0 0 0 27 18.3 19
19860914 27.5 29.4 22.4 0 0 0 0.6 0 51.3
19860915 25.7 24 19.9 0 0 0 14.3 2.8 11.8
19860916 26.7 20.4 18.5 0.2 0 0 39.8 23.3 40.8
19860917 0 0.2 0.6 0.5 0 0 1.3 5.6 2.4
19860918 0.7 0 0 0 0 0 0 0 0
19860919 0 0 0 0 0 0 0 0 0
19860920 0 0 0 0 0 0 0 0 0
19860921 0 0 0 0 0 0 0 0 0
19860922 0 0 0 0 0 0 0 0 0
19860923 0.1 0 0.2 5.4 6.3 5.1 0 0 0
19860924 0 0 0 0.9 2 0.1 0.5 0 0
19860925 0 0 0 10.3 9.1 7.9 0 0 0
19860926 0 0 0 0.4 23.6 3.4 0 0 0
19860927 0 0 0 0 1.1 0 0 0 0
19860928 0.1 0 0.2 5.2 25.8 2.2 0 0 0
19860929 0 0 0 0 0 0 0 0 0
19860930 0 0 0 0 0 0 0 0 0
19861001 0 0 0 1.3 0 7.1 0 0 0
19861002 0 0 0 1.3 0.2 1.2 0 0 0
19861003 0 0 0 0 0 0 0 0 0
19861004 0 0 0 0 0 0 0 0 0
19861005 0.2 0 0 0 0 0 0 0 0
19861006 0 0 0 0 0 0 0 0 0
19861007 0 0 0 0 0 0 0 0 0
19861008 0 0 0 0 0 0 0 0 0
19861009 0 0 0 0 0 0 0 0 0
19861010 1.8 2.1 1.2 0 0 0 0 0 0
19861011 0 0 0 0 0 0 0 0 0
19861012 0 0 0 38.4 14.3 13.5 0 0 0
19861013 0 0 0 0 0.9 0.4 0.2 0 0.2
19861014 21.2 17.2 22 21.8 6.4 26 0 0.5 0
19861015 7.5 0 0.3 0.3 0.1 0.4 0 0 0
19861016 0 0 0 0 0 0 0 0 0
19861017 0 0 0 0 0 0 0 0 0
19861018 5.3 6.2 2.5 0 0 0 0 0.3 14
19861019 6.6 3.7 7 0 0 0 8.2 3.5 13.5
19861020 2.2 2.5 1 0 0 0 23.2 16.3 17.8
19861021 10.9 6.4 10.6 0 0 0 9.6 8.8 11.7
19861022 11.2 6.2 12 0 0 0 49.2 31.5 32
19861023 1.4 2.1 0.4 0 0.1 0 7.6 5.5 8.9
19861024 9.4 7.4 8.2 1.6 0.1 4 0.8 1.2 4.9
19861025 3.9 1.8 4.8 0.4 1.1 0.2 5.6 9.2 7.2
19861026 4.4 3.2 2.1 0 0 0 0.4 0 3
19861027 19.7 21 15.6 0 0 0 0.1 0.3 0
19861028 13.5 8.5 8.9 0 0 0 0.8 0.9 0.3
19861029 0.1 0.4 0 0 0 0 3.3 2.4 3.7
19861030 5.7 5 2.1 0 0 0 0 1.3 0
19861031 4.4 1.8 4 0 0 0 4.1 4.9 7
19861101 1.3 1 1.6 0 0 0 13.1 16.2 10.2
19861102 0 0 0 0.3 0.2 0 1.2 0.3 0.8
19861103 3.2 4.2 0.6 0 0 0 0 0 0
19861104 0 0 0 0 0 0 0 0.6 0
19861105 1.3 1.2 0.8 0 0 0 0.8 0.5 2
19861106 0.6 2 1 0 0 0 0.2 0 1.3
19861107 3.9 3.1 5.5 0 0 0 0 0 0
19861108 0 0.2 0 0 0 0 1.1 0.5 1.5
19861109 3.5 3.4 5.8 0 0 0 0 0 0
19861110 15.8 11.6 22.5 0 0.2 0 0 0 0
19861111 0.2 0 1.2 0 0 0.3 0 0 0
19861112 2 2.2 2.8 10.7 12.7 15.8 0 0 0
19861113 19.8 14.1 3 32.2 62.8 8.8 5.9 3.3 6.8
19861114 7.6 6.4 5.4 23.1 53 14.3 0.7 0.2 0.4
19861115 0 0 0 0 0 0 0 0 0
19861116 14.5 8.9 13.7 0 0 0 5.7 0.9 0.4
19861117 4.9 5.9 8.4 0 0 0 0.3 0.3 1.4
19861118 17.3 14.8 8 0 0 0 0 0.2 0
19861119 13.7 6.7 10.6 0 0 0 2.1 5.3 7.1
19861120 6.4 6.6 4.3 0 0.3 0 4.5 3.5 2.3
19861121 3.9 3.6 4.4 0 0.1 0.3 12.9 8.4 10.5
19861122 8.8 9.5 9.8 0.6 0 0.9 5 5 2.7
19861123 6.2 5.1 6.8 0 0.2 0 0.6 1.6 0.2
19861124 3.1 3 3 0 0 0 0 0.2 0
19861125 9.6 3.9 4.4 0 0 0 0 0 0
19861126 1.6 0.8 0.4 0 0 0 1.1 1.4 1.2
19861127 0 0 0 0 0 0 0 0 0
19861128 0 0 0 0 0 0 0 0 0
19861129 0 0 0 0 0.2 0 0 0 0
19861130 0 0 0 0 0 0 0 0 0
19861201 1.4 0.6 0 0 0 0 0 0 0
19861202 0 0 0 0 0 0 0 0.4 0
19861203 0 0 0 0 0 0 0 0 0
19861204 0 0 0 0 0 0 0 0 0
19861205 21 12.6 9 0 0 0 0 0 0
19861206 0.9 1.5 5.4 0 0 0 4.1 2.8 3.7
19861207 16.4 16.9 27.8 1.9 1.1 0.4 0 0.4 1
19861208 1.1 0.8 2.4 31.1 67.8 8.2 0 0 0
19861209 2.1 0.6 2.5 22.4 11.8 30 0.8 0 2
19861210 9 8 3.8 0 0.5 0 0 0 0
19861211 14.8 10.5 17.4 0 0 0 0 0 0
19861212 22.5 18.2 20.8 0 0 0 0 0 0
19861213 4.6 3.2 2.4 1.6 0.9 0.6 0.8 1.3 1.2
19861214 9.4 5.4 9.9 2.1 4.1 0.5 1.1 1.2 1.6
19861215 15 16.1 23.2 0 0 0 4.6 8.3 5.9
19861216 5.3 2.3 7.4 0 0 0 12.7 4.1 16
19861217 16.3 12.4 20 0 0 0 4.1 5 4.8
19861218 13.3 13.1 10.1 0 0 0 30.4 23.7 31.8
19861219 2.7 4.1 2.2 0.3 0 0.1 2 0.7 1.8
19861220 2 0.9 2 0 0 0 2.6 1.6 3
19861221 5.3 3.3 2.3 0 0 0 0.2 0.7 2.6
19861222 0.1 0 0 0 0 0.1 1.1 0.4 2.2
19861223 3.5 2.3 1.8 0 0 0 0.8 0.2 3.5
19861224 0.5 0.2 0.7 0 0 0 0 0 0.5
19861225 8.4 7.2 12.2 2.6 0.6 0.6 5.5 4.8 9
19861226 1.9 1 1.8 0 0 0 0.8 0.7 2
19861227 1.2 0 0.2 0 0 0 0.8 0 2
19861228 0.4 0 0.4 0 0 0 2.2 1 4
19861229 0 0 0 0 0 0 2.3 1.2 1.5
19861230 5.7 5.1 5.4 0 0 0 3.4 3.4 2.8
19861231 6.7 3.8 7 0 0 0 5 6.2 4
19870101 14.6 13.9 13.2 0 0 0 18.2 17.7 19.4
19870102 1.5 0.8 1.6 0 0 0 4.1 3.9 3.8
19870103 0 0 0 0 0 0 0 0 0.8
19870104 4.7 4.6 7.6 0 0 0 2.6 4.8 5
19870105 0.3 0.3 0.4 0 0 0 10.6 4.4 16
19870106 0.3 0.1 0 0 0 0 0.6 1.3 2.2
19870107 0 0 0 0 0 0 0 0.1 0
19870108 0.4 0.2 0 0 0 0 0 0 0
19870109 2.3 2 0.6 11 4.2 8.5 0 0 0
19870110 2.4 0.3 0 71 30 60.3 0.2 0 0.1
19870111 0 0 0 0 0 0 0 0 0
19870112 0 0 0 6.3 8.4 4.9 0 0.3 0
19870113 10.2 11.6 4.1 45.1 14.5 18.7 0.1 0 0
19870114 2.7 0.1 1.1 25.8 26.6 52.1 0.3 0 3.2
19870115 0 0 0 0.6 0.6 2.8 0.3 0.7 0.1
19870116 0 0 0 14.2 7 15.5 0 0 0
19870117 0 0 0 0 0 0 0 0 0
19870118 0 0 0 0 0 0 0 0 0
19870119 0 0 0 0 0 0 0 0 0
19870120 0 0 0 0 0 0 0 0 0
19870121 0 0 0 0 0 0 0 0 0
19870122 0 0 0 0 0 0 0 0 0
19870123 0 0 0 0 0 0 0 0 1
19870124 0 0 0 0 0 0 0 0 1.5
19870125 0 0 0 0 0 0 0 0 0
19870126 0.6 0.6 0.8 0 0 0.2 0 0 0
19870127 2.6 6.7 5.6 0.4 0.4 0.3 0 0 0
19870128 7.7 8.6 7.8 0 0 0 0 0 0
19870129 0 0 0 0 0 0.2 0 0 0
19870130 0 0 0 0 0 0 0 0 0
19870131 0 0 0 0 0 0 0 0 0
19870201 21.6 23.5 49.2 0 0 0 0 0 0
19870202 1 1.2 3 5 0.2 2.6 0 0 0
19870203 0.3 0 0 0.4 1.1 0.7 0 0.2 0
19870204 0 0 0 1.7 3 3.3 0 0 0
19870205 0.7 0.3 0.7 0 0.1 0 0 0 0
19870206 7.7 11.6 12.2 0 0 0 1.2 4.2 2
19870207 2.9 4.6 2.8 0 0 0 2.4 1 0.5
19870208 0.3 0.2 0.5 0 0 0 1.7 1.3 1
19870209 2.7 3.3 3.3 0 0 0 3.8 4.4 6.6
19870210 0 3.7 1.1 13.3 18.2 12.7 5.6 10.3 2.8
19870211 1.3 0.8 0.5 49.7 31.6 32.5 1.7 5.5 1.6
19870212 0.9 2.8 1 19.9 11.8 11.9 4 2.4 6.6
19870213 10.5 10.1 15.2 0 0 0 0 0 0.7
19870214 0 0 0 0 0 0 4.5 7.5 7.7
19870215 0 0 0 2.8 3.4 0 0 1.4 0.5
19870216 0.2 0.2 0 0.9 7 1.1 0.4 1.6 0
19870217 2.4 0.7 1.1 0 0 0 1.4 3.2 4
19870218 0.9 0.4 0.5 0.6 0 0 0.1 0 0
19870219 0.4 1 0.5 0.4 0.4 0 0.6 0.5 1
19870220 0.5 0.2 0.1 0 0 0 1.9 1.8 4
19870221 0.3 0.2 0 0 0 0 0.9 0.3 1.5
19870222 0.4 0 0 0.9 1.6 0 0.2 0.1 1.2
19870223 0 0 0 0 0 0 0 0 0
19870224 0.4 0.6 1.8 0 0 0 0 0 0
19870225 5.4 6.4 5.9 0.5 0.4 0.1 0.8 0.3 1.8
19870226 15.7 9.5 9.7 1.2 1.2 0.4 3.7 7.2 6
19870227 1.4 0.2 0.6 0 0 0 9.2 19.2 7.4
19870228 0.8 2.3 2.9 0 0 0 5.2 1.8 3.9
19870301 1.2 1 2.2 0 0 0 6 4.1 5.8
19870302 0 0.2 0 0 0 0 9.3 6.3 13.9
19870303 1.9 2.3 2.8 0 0 0 0.8 0.3 1
19870304 0 0.1 0 0 0 0 0.5 0.2 0.8
19870305 0 0 0 0 0 0 0 0 0
19870306 0.8 2.4 0.6 0.1 0 0 0 0 0
19870307 6.2 7.8 13 0 0 0 0 0 0
19870308 1.3 3.4 3.9 2 0.7 1.5 0 0 0
19870309 2.1 1.7 4.9 0.2 0.1 2.5 0 0 0
19870310 0.6 0 0 0.3 0 0 0 0 0
19870311 0 0 0 3.5 0.7 0.6 0 0 0
19870312 0 0 0 0 0 0 0 0 0
19870313 0 0 0 1.8 0 4.6 0 0 0
19870314 0 0 0 2.5 1.6 0.2 0 0 0
19870315 0 0 0 0 0 0 0.3 1.2 1.6
19870316 0.1 0.4 0 0 0 0 0.9 1.8 1
19870317 4.6 1.1 3.3 0 0 0 0.6 1.2 0
19870318 2.1 1.8 2.7 0 0 0 7.6 7.2 10.5
19870319 1.2 1.2 1 0 0 0 8.2 7.1 16
19870320 3 3 2 0 0 0 0.5 0 0
19870321 1.4 1 0.4 15.1 13.4 2.5 0.2 0.4 0
19870322 6.6 3.4 2.1 0 0 0 0.8 2.2 2
19870323 18.4 16.2 13.8 0 0 0 6.5 9.4 7.5
19870324 7.9 5.3 5.4 0 0 0 5.6 8.8 7.6
19870325 0.2 0 0 0 0.2 0 2.1 5.2 8.3
19870326 23.4 15.8 27.5 0 0 0 0 0 0
19870327 3.2 1.6 2.1 0.6 0.7 0 9.5 11.9 11.7
19870328 2.7 3.4 4.2 0.5 0.6 0 5.4 8.4 3.5
19870329 0.5 1.1 0.3 0 0 0 0.2 0.9 1.1
19870330 0 0 0 0 0 0 0.2 1.1 0
19870331 6.1 2.6 2.3 0 0 0 0 0 0
19870401 11.2 11.4 9.8 0 0 0 0 0 0
19870402 14.8 13.3 23.3 6.6 14.6 2.4 0 0 0
19870403 1.4 3.2 11.5 13.8 26.5 8.6 0.6 0.5 0
19870404 2 4.6 0.2 1.3 0.8 0.5 0.2 0 0.2
19870405 13.8 13.7 41.2 0 0.3 0 0.3 1 1
19870406 10.4 10.4 14.2 0 0 0 2.1 1 2.3
19870407 0.9 1.8 0 6.5 2.8 2.5 7.4 6.4 5.2
19870408 0 0.1 5 7.4 7.2 4.9 0 0 0.9
19870409 2.3 0.6 1 3.8 8.7 5.2 1.2 0.2 2.9
19870410 2.7 0.6 2.8 0 0 0 0 0.4 0.8
19870411 4.3 4.6 4.8 0 0 0 4.4 2.9 3.2
19870412 0 0 0 0 0 0 2.8 1.8 5.2
19870413 0.5 0 0.4 0.3 0.3 0.2 0 0 0.7
19870414 0 0 0 0 0 0 0 0 0
19870415 0 0 0 0 0 0 0 0 0
19870416 0 0 0 0 0 0 0 0 0
19870417 0.1 0 0 0 0 0 0 0 0
19870418 0.3 0 1 0 0 0 0 0 3
19870419 0.2 0.1 0 0 0 0 0 3.6 5.5
19870420 0 0 0.1 0 0 0 1 0.2 3.2
19870421 0 0 0 0 0 0 0 0 0
19870422 0 0 0 0 0 0 0 0 0
19870423 0 0 0 0 0 0 0 0 0
19870424 0.8 0.9 0.6 0 0 0 0 0 0
19870425 2.4 1.2 7.1 0 0 0 1.4 1.2 0.5
19870426 0.5 1 7.5 0.1 0 0.4 0.3 0 0
19870427 0 0 0 0 0 0.1 0 0 0
19870428 2 0.3 0.8 0 0 0 0 0 0
19870429 4.1 4.2 4.2 0 0 0 0 0 0
19870430 0.4 0.7 0.6 0 0 0 0.2 0 1.5
19870501 0.1 0 0 0 0 0 0 0 0
19870502 0.7 0 0.2 0.9 0 0 0 0.1 0.4
19870503 0.4 0.3 0.2 0.7 0.6 2.4 10.1 8 8.9
19870504 0 0 0 0 0 0 16.2 7.1 30.5
19870505 0 0 0 0.3 1.7 3.2 3.7 0.5 11
19870506 0 0 0 0 0 0 0 0 0
19870507 0 0 0 0 0 0 0 0 0
19870508 0 0 0 0 0 0 0 0 0
19870509 0 0 0 0 0 0 0 0 0
19870510 0 0 0 0.3 0.3 0 0.4 0 6.3
19870511 3.4 3.4 1 0 0 0 0 0.1 0
19870512 2.3 1.7 2.4 0 0 0 20.7 14.1 20.9
19870513 0.1 0.6 0.2 0 0 0 4 0.6 4.7
19870514 7.1 6.6 7.2 0 0 0 7.5 9.6 11.2
19870515 0 0 0 0 0 0 3.7 1.8 8.4
19870516 0 0 0 5.5 0.7 0.4 0.9 0.2 2
19870517 0.7 1 1.1 31.5 26.1 15.3 0 0 0
19870518 0.3 0.4 0 1.4 0.7 0.1 3.3 5.8 7
19870519 0 0 0 0.7 2.4 0.6 0.9 1.7 3.9
19870520 0 0 0 0 0 0 1.4 1.4 0.3
19870521 0 0 0 0 0 0 5.4 3.6 15.2
19870522 0 0 0 0 0 0 0.1 0.3 0.6
19870523 0.2 1 4 0 0 0 0 0 0
19870524 7.4 11.2 28.3 0 0 0 0 0 0
19870525 1.9 3.4 0.2 0 0 0 0 0 0
19870526 8.7 14.4 17.1 0 0 0 0.7 0 3.5
19870527 3.7 0 0.5 0 0 0 6.8 8.5 6
19870528 0 0 0 0.2 2.2 0 0 0 0.3
19870529 0 0 0 0 0 0 0.8 0 7
19870530 3.6 5.1 3.6 0 0 0 0.3 0.2 0
19870531 0 0 0 0 0 0 6.6 9.6 8
19870601 0 0 0 0 0 0 0 0 0
19870602 11.6 14.6 15.1 0 0 0 0.3 1.3 1.6
19870603 7 7.3 2.9 0 0 0 13.2 3.6 15.7
19870604 0 0 0 2.1 0 0.1 0.5 0.8 10.2
19870605 11 5.8 3.6 0 0 0 1.2 0.5 0
19870606 0 0 0 0 0 0 5.4 6.1 4.2
19870607 15.7 14 31.8 6.4 7.4 2.5 9.6 4.9 16.2
19870608 2.5 0.6 3 0 0.2 1.9 0 0 0.3
19870609 0.1 0.3 2.4 0 0 0 0 0 0.4
19870610 0 0 5.8 0 0 0 0.2 0.4 3.4
19870611 0 0 0 0.8 3.8 0.3 0.9 6.8 1.4
19870612 0 0 0 0 0 0 7.8 8.3 6.1
19870613 0 0 0 0 0 0 11.8 33.9 9.2
19870614 5.8 1.7 1.4 0.3 0.5 0.3 21.8 10.4 18.6
19870615 15.1 7.9 10 0 2.8 0 6.6 9.7 6
19870616 1.5 1.1 1.9 0 0 0 3.5 10.2 19.2
19870617 1.2 0.5 1.4 0 0 0 8 9.9 8
19870618 20.1 16.1 21.9 0 0 0 2.9 8.9 6.9
19870619 0.2 0.6 1 3.4 2.1 2 8.8 4.7 11.1
19870620 0 0 0 0 0 0 6.4 1.2 7
19870621 0 0 0 0 0 0 2.8 3.8 0.3
19870622 0.8 1 0.6 0 0 0 0 1.2 0
19870623 0.2 0.2 0.4 0 0 0 1.6 3 9.4
19870624 0 0 0 0 0 0 3.3 0.9 1.4
19870625 1.7 0.8 0.3 0 0 0 13.5 16.1 5.3
19870626 12.3 15.8 10.2 1.6 1.8 1.3 14.8 4.1 5
19870627 1.2 0.7 1.8 0 0 0 0.6 0.2 0
19870628 0 0 0.7 0 0 0 0 0 0
19870629 0 0 0 0 0 0 0 0 0
19870630 0 0 0 0 0 0 6 0 0
19870701 0 0 0 0 0 0 0 0 1
19870702 0 0 0 0 0 0 0 0 0
19870703 0 0 0 0 3.3 0 0 0 0
19870704 0 0 0 0 0 0 0 0 0
19870705 0 0 0 0 0 0 0 0 0
19870706 0 0 0 0 0 0 0 0 0
19870707 0 0 0 0.9 23.9 0 20.9 12 7.5
19870708 0 0 0 18.8 5.1 0 6.6 0 9.6
19870709 0 0 0 0 0 0 0 0 0
19870710 0 0 0 0 0 0 0 0 0
19870711 0 0 0 0 0 0 0 0 0
19870712 0 0 0 0 0 0 0 0 0
19870713 1.6 1.7 0.5 0 0 0 0 0 0
19870714 6.5 2.9 0.3 0.1 0 1.2 0 0 0
19870715 10.6 5.8 9 0.2 0 0.2 0 3.1 0
19870716 21.3 26.5 39.2 24 45.3 0 3.8 10.9 11.8
19870717 4.9 2.4 1.4 0 1.2 0 2.9 10.1 5
19870718 9.6 4.4 4.2 0 0 0 3.4 9 1.6
19870719 5.2 3.8 2.6 0.2 0 0 9.9 16.8 8.2
19870720 0 0 0 0 0 0 8.2 10.6 22.7
19870721 0.4 0.4 0 0 0 0 8.8 12.2 6.9
19870722 0 0 0 0.4 6.6 0.1 15.4 2.4 5.3
19870723 0 0 0 0 0 0 0 0 0
19870724 0 0 0 0 0 0 0 0 0
19870725 0 0 0 0 0 0 3.4 5.5 2.3
19870726 1.2 0.2 0.7 0 0 0 0 0 0
19870727 0.7 1.1 0.5 0 0 0 4.4 14.2 13.2
19870728 0.8 0.3 0 0 0 0 0 1.2 1.3
19870729 1.5 0.6 0.8 0 0 0 0.2 14.4 0
19870730 0 0 0 7.9 0.8 0 2.3 3.3 0.6
19870731 1.3 0.2 1.7 0 0 0 0.8 1.2 0.6
19870801 0.7 0.8 1.8 0 0 0 1.4 2.1 0.8
19870802 1.7 0.5 2.3 0 0 0 4.2 5.6 8
19870803 0.9 0.6 0.3 0 0 0 7 1.8 7.5
19870804 0 0 0 0 0 0 0 0 0.5
19870805 0 0 0 0 0 0 0 0 0
19870806 0.1 0 0 2.2 14.4 3.1 0 0 0
19870807 0.4 2.9 0.7 0 0 0 3.4 0 1.2
19870808 0 0 1.8 0 0 0 4.2 3.5 1
19870809 0.2 0 0.7 0 0 0 2.3 11.3 16.5
19870810 0 0 0 0.1 0 0 0 0 0
19870811 1.7 2 4.2 0 0 0 0 0 0
19870812 1 1.8 5.5 0 0 0 0 0 0
19870813 0 0 0.7 0 0 0 0 0 0
19870814 0 0 0 0 0 0 0 0 0
19870815 0 0 0 0 0 0 0 0 0
19870816 0 0 0 0 0 0 0 0 0
19870817 0.1 0.2 0 0 0 0 9.6 7.3 0
19870818 2.5 2.1 3.2 0 0 0 0 0.6 0
19870819 0.4 0.6 1.8 0 0 0 0 0 0
19870820 0 0 0 0 0 0 0 0 0
19870821 0.3 0 0.2 0 0 0 0 0 0
19870822 0 1.3 0.2 0 0 0 10.2 6.7 0
19870823 0.4 2.9 44.8 0 0 0 0.7 1.6 17
19870824 1.7 1.6 0.2 0 33.4 2.6 2.3 1.3 2.5
19870825 0.8 0.9 0 0 0 0 4.7 10.4 6
19870826 2.6 2.1 2.8 4.9 4.1 0 1.5 2.2 0.4
19870827 0 0 0 10.6 9.2 3.9 1.8 0.2 2.6
19870828 0 0 0 0 0 0 0 0 0
19870829 0 0 0 0 0 0 0 0 0
19870830 0 1.5 3.9 0 0 0 0 0 0
19870831 4.2 2.6 0 0 0 0 0 0 0
19870901 0 0 0.2 0 0 0 1.6 0 7.2
19870902 0 0 6.4 0 1.1 0 0 0 0
19870903 0.5 0.2 0.2 1.8 4.7 0 0 0 0
19870904 9.4 2.5 4.1 0 0 0 0.2 2 2
19870905 1 3.5 39.3 0 0 0 1.5 4.1 1
19870906 8.1 3.1 4.6 0 0 0 0 0 0
19870907 1.4 1.6 1.9 0 0 0 6.5 9.6 7
19870908 0 0 0 0 0 0 0 0 0.2
19870909 0.2 0.4 0.5 0 0 0 0 0 0
19870910 3.6 4.3 4.4 0 0 0 0.6 3.5 0.5
19870911 1.4 0.6 2.3 0 0 0 0 0.1 0
19870912 3.6 6 0 0 0 0 0 0 0
19870913 25.2 19.4 13.1 0 0 0 0 0 0
19870914 0.3 0.5 2 0 0 0 0 0 0
19870915 0.2 0.2 1.7 0 0 0 0 0 0
19870916 0 0 0 0 0 0 0 0 0
19870917 0.4 0 0 0 0 0 0 0 0
19870918 0.3 0.4 0 0 0 0 0 0 0
19870919 0.1 0 0 0 0 0 0 0 0
19870920 0 0 0 0 0 0 0 0 0
19870921 4.3 4.3 11.6 0.1 0 0 0 0.1 0
19870922 0 0.5 0 0 0.1 0 0.3 1 0
19870923 2.7 1.4 1 0.6 0.2 0 3.5 21.4 23.4
19870924 1.7 1.1 0 0 0 0 1.6 3.4 0.7
19870925 0 0 0 0.6 0 0 0 0 1
